,,
L2 ,L3,2.208425
L4 ,L5,1.770962
L29 ,L30,0.693786
L37 ,L38,2.34169
L37 ,L39,1.040165
L38 ,L39,1.301612
L1 ,L2,7.977048
L1 ,L4,7.810582
L5 ,L6,1.661263
L6,L7,7.740021
L7 ,L8,20.553786
L8 ,L10,13.569457
L10 ,L22,15.603001
L22 ,L29,5.8267
L29 ,L32,11.826005
L32 ,L37,15.972319
L37 ,L40,4.227057
L40 ,L42,16.703557
